Processor model	Implict	Type	Opcode	Mnemonic	2200 I INSTRUCTION TIME	2200 II INSTRUCTION TIME	5500 INSTRUCTION TIME
2200-1	0	1	006	LA	16	3.2	1.8
2200-1	0	1	016	LB	16	3.2	1.8
2200-1	0	1	026	LC	16	3.2	1.8
2200-1	0	1	036	LD	16	3.2	1.8
2200-1	0	1	046	LE	16	3.2	1.8
2200-1	0	1	056	LH	16	3.2	1.8
2200-1	0	1	066	LL	16	3.2	1.8
5500	0	1	076	LX	0	0	1.8
2200-1	0	0	300	NOP	16	3.2	1.2
2200-1	0	0	301	LAB	16	3.2	1.2
2200-1	0	0	302	LAC	16	3.2	1.2
2200-1	0	0	303	LAD	16	3.2	1.2
2200-1	0	0	304	LAE	16	3.2	1.2
2200-1	0	0	305	LAH	16	3.2	1.2
2200-1	0	0	306	LAL	16	3.2	1.2
2200-1	0	0	307	LAM	520	4.8	2.6
5500	62	0	307	LAM BC	0	0	3.4
5500	174	0	307	LAM DE	0	0	3.4
5500	22	0	307	LAM XA	0	0	3.4
2200-1	0	0	310	LBA	16	3.2	1.2
2200-1	0	0	311	NOP	16	3.2	1.2
2200-1	0	0	312	LBC	16	3.2	1.2
2200-1	0	0	313	LBD	16	3.2	1.2
2200-1	0	0	314	LBE	16	3.2	1.2
2200-1	0	0	315	LBH	16	3.2	1.2
2200-1	0	0	316	LBL	16	3.2	1.2
2200-1	0	0	317	LBM	520	4.8	2.6
5500	62	0	317	LBM BC	0	0	3.4
5500	174	0	317	LBM DE	0	0	3.4
5500	22	0	317	LAM XA	0	0	3.4
2200-1	0	0	320	LCA	16	3.2	1.2
2200-1	0	0	321	LCB	16	3.2	1.2
2200-1	0	0	322	NOP	16	3.2	1.2
2200-1	0	0	323	LCD	16	3.2	1.2
2200-1	0	0	324	LCE	16	3.2	1.2
2200-1	0	0	325	LCH	16	3.2	1.2
2200-1	0	0	326	LCL	16	3.2	1.2
2200-1	0	0	327	LCM	520	4.8	2.6
5500	62	0	327	LCM BC	0	0	3.4
5500	174	0	327	LCM DE	0	0	3.4
5500	22	0	327	LCM XA	0	0	3.4
2200-1	0	0	330	LDA	16	3.2	1.2
2200-1	0	0	331	LDB	16	3.2	1.2
2200-1	0	0	332	LDC	16	3.2	1.2
2200-1	0	0	333	NOP	16	3.2	1.2
2200-1	0	0	334	LDE	16	3.2	1.2
2200-1	0	0	335	LDH	16	3.2	1.2
2200-1	0	0	336	LDL	16	3.2	1.2
2200-1	0	0	337	LDM	520	4.8	2.6
5500	62	0	337	LDM BC	0	0	3.4
5500	174	0	337	LDM DE	0	0	3.4
5500	22	0	337	LDM XA	0	0	3.4
2200-1	0	0	340	LEA	16	3.2	1.2
2200-1	0	0	341	LEB	16	3.2	1.2
2200-1	0	0	342	LEC	16	3.2	1.2
2200-1	0	0	343	LED	16	3.2	1.2
2200-1	0	0	344	NOP	16	3.2	1.2
2200-1	0	0	345	LEH	16	3.2	1.2
2200-1	0	0	346	LEL	16	3.2	1.2
2200-1	0	0	347	LEM	520	4.8	2.6
5500	62	0	347	LEM BC	0	0	3.4
5500	174	0	347	LEM DE	0	0	3.4
5500	22	0	347	LEM XA	0	0	3.4
2200-1	0	0	350	LHA	16	3.2	1.2
2200-1	0	0	351	LHB	16	3.2	1.2
2200-1	0	0	352	LHC	16	3.2	1.2
2200-1	0	0	353	LHD	16	3.2	1.2
2200-1	0	0	354	LHE	16	3.2	1.2
2200-1	0	0	355	NOP	16	3.2	1.2
2200-1	0	0	356	LHL	16	3.2	1.2
2200-1	0	0	357	LHM	520	4.8	2.6
5500	62	0	357	LHM BC	0	0	3.4
5500	174	0	357	LHM DE	0	0	3.4
5500	22	0	357	LHM XA	0	0	3.4
2200-1	0	0	360	LLA	16	3.2	1.2
2200-1	0	0	361	LLB	16	3.2	1.2
2200-1	0	0	362	LLC	16	3.2	1.2
2200-1	0	0	363	LLD	16	3.2	1.2
2200-1	0	0	364	LLE	16	3.2	1.2
2200-1	0	0	365	LLH	16	3.2	1.2
2200-1	0	0	366	NOP	16	3.2	1.2
2200-1	0	0	367	LLM	520	4.8	2.6
5500	62	0	367	LLM BC	0	0	3.4
5500	174	0	367	LLM DE	0	0	3.4
5500	22	0	367	LLM XA	0	0	3.4
2200-1	0	0	370	LMA	16	3.2	1.2
2200-1	0	0	371	LMB	16	3.2	1.2
2200-1	0	0	372	LMC	16	3.2	1.2
2200-1	0	0	373	LMD	16	3.2	1.2
2200-1	0	0	374	LME	16	3.2	1.2
2200-1	0	0	375	LMH	16	3.2	1.2
2200-1	0	0	376	LML	16	3.2	1.2
2200-1	0	0	377	HALT	0	0	0
5500	62	0	370	LMA BC	0	0	3.4
5500	62	0	371	LMB BC	0	0	3.4
5500	62	0	372	LMC BC	0	0	3.4
5500	62	0	373	LMD BC	0	0	3.4
5500	62	0	374	LME BC	0	0	3.4
5500	62	0	375	LMH BC	0	0	3.4
5500	62	0	376	LML BC	0	0	3.4
5500	174	0	370	LMA DE	0	0	3.4
5500	174	0	371	LMB DE	0	0	3.4
5500	174	0	372	LMC DE	0	0	3.4
5500	174	0	373	LMD DE	0	0	3.4
5500	174	0	374	LME DE	0	0	3.4
5500	174	0	375	LMH DE	0	0	3.4
5500	174	0	376	LML DE	0	0	3.4
2200-1	0	1	004	AD	16	4.8	2.2
5500	111	1	004	AD B	0	0	3.2
5500	62	1	004	AD C	0	0	3.2
5500	113	1	004	AD D	0	0	3.2
5500	174	1	004	AD E	0	0	3.2
5500	115	1	004	AD H	0	0	3.2
5500	176	1	004	AD L	0	0	3.2
5500	22	1	004	AD X	0	0	3.2
2200-1	0	0	200	ADA	16	3.2	1.4
5500	111	0	200	ADAB	0	0	2.4
5500	62	0	200	ADAC	0	0	2.4
5500	113	0	200	ADAD	0	0	2.4
5500	174	0	200	ADAE	0	0	2.4
5500	115	0	200	ADAH	0	0	2.4
5500	176	0	200	ADAL	0	0	2.4
5500	22	0	200	ADAX	0	0	2.4
2200-1	0	0	201	ADB	16	3.2	1.4
5500	111	0	201	ADBB	0	0	2.4
5500	62	0	201	ADBC	0	0	2.4
5500	113	0	201	ADBD	0	0	2.4
5500	174	0	201	ADBE	0	0	2.4
5500	115	0	201	ADBH	0	0	2.4
5500	176	0	201	ADBL	0	0	2.4
5500	22	0	201	ADBX	0	0	2.4
2200-1	0	0	202	ADC	16	3.2	1.4
5500	111	0	202	ADCB	0	0	2.4
5500	62	0	202	ADCC	0	0	2.4
5500	113	0	202	ADCD	0	0	2.4
5500	174	0	202	ADCE	0	0	2.4
5500	115	0	202	ADCH	0	0	2.4
5500	176	0	202	ADCL	0	0	2.4
5500	22	0	202	ADCX	0	0	2.4
2200-1	0	0	203	ADD	16	3.2	1.4
5500	111	0	203	ADDB	0	0	2.4
5500	62	0	203	ADDC	0	0	2.4
5500	113	0	203	ADDD	0	0	2.4
5500	174	0	203	ADDE	0	0	2.4
5500	115	0	203	ADDH	0	0	2.4
5500	176	0	203	ADDL	0	0	2.4
5500	22	0	203	ADDX	0	0	2.4
2200-1	0	0	204	ADE	16	3.2	1.4
5500	111	0	204	ADEB	0	0	2.4
5500	62	0	204	ADEC	0	0	2.4
5500	113	0	204	ADED	0	0	2.4
5500	174	0	204	ADEE	0	0	2.4
5500	115	0	204	ADEH	0	0	2.4
5500	176	0	204	ADEL	0	0	2.4
5500	22	0	204	ADEX	0	0	2.4
2200-1	0	0	205	ADH	16	3.2	1.4
5500	111	0	205	ADHB	0	0	2.4
5500	62	0	205	ADHC	0	0	2.4
5500	113	0	205	ADHD	0	0	2.4
5500	174	0	205	ADHE	0	0	2.4
5500	115	0	205	ADHH	0	0	2.4
5500	176	0	205	ADHL	0	0	2.4
5500	22	0	205	ADHX	0	0	2.4
2200-1	0	0	206	ADL	16	3.2	1.4
5500	111	0	206	ADLB	0	0	2.4
5500	62	0	206	ADLC	0	0	2.4
5500	113	0	206	ADLD	0	0	2.4
5500	174	0	206	ADLE	0	0	2.4
5500	115	0	206	ADLH	0	0	2.4
5500	176	0	206	ADLL	0	0	2.4
5500	22	0	206	ADLX	0	0	2.4
2200-1	0	0	207	ADM	520	4.8	2.6
5500	111	0	207	ADMB	0	0	3.6
5500	62	0	207	ADMC	0	0	3.6
5500	113	0	207	ADMD	0	0	3.6
5500	174	0	207	ADME	0	0	3.6
5500	115	0	207	ADMH	0	0	3.6
5500	176	0	207	ADML	0	0	3.6
5500	22	0	207	ADMX	0	0	3.6
2200-1	0	1	014	AC	16	4.8	2.2
5500	111	1	014	AC B	0	0	3.2
5500	62	1	014	AC C	0	0	3.2
5500	113	1	014	AC D	0	0	3.2
5500	174	1	014	AC E	0	0	3.2
5500	115	1	014	AC H	0	0	3.2
5500	176	1	014	AC L	0	0	3.2
5500	22	1	014	AC X	0	0	3.2
2200-1	0	0	210	ACA	16	3.2	1.4
5500	111	0	210	ACAB	0	0	2.4
5500	62	0	210	ACAC	0	0	2.4
5500	113	0	210	ACAD	0	0	2.4
5500	174	0	210	ACAE	0	0	2.4
5500	115	0	210	ACAH	0	0	2.4
5500	176	0	210	ACAL	0	0	2.4
5500	22	0	210	ACAX	0	0	2.4
2200-1	0	0	211	ACB	16	3.2	1.4
5500	111	0	211	ACBB	0	0	2.4
5500	62	0	211	ACBC	0	0	2.4
5500	113	0	211	ACBD	0	0	2.4
5500	174	0	211	ACBE	0	0	2.4
5500	115	0	211	ACBH	0	0	2.4
5500	176	0	211	ACBL	0	0	2.4
5500	22	0	211	ACBX	0	0	2.4
2200-1	0	0	212	ACC	16	3.2	1.4
5500	111	0	212	ACCB	0	0	2.4
5500	62	0	212	ACCC	0	0	2.4
5500	113	0	212	ACCD	0	0	2.4
5500	174	0	212	ACCE	0	0	2.4
5500	115	0	212	ACCH	0	0	2.4
5500	176	0	212	ACCL	0	0	2.4
5500	22	0	212	ACCX	0	0	2.4
2200-1	0	0	213	ACD	16	3.2	1.4
5500	111	0	213	ACDB	0	0	2.4
5500	62	0	213	ACDC	0	0	2.4
5500	113	0	213	ACDD	0	0	2.4
5500	174	0	213	ACDE	0	0	2.4
5500	115	0	213	ACDH	0	0	2.4
5500	176	0	213	ACDL	0	0	2.4
5500	22	0	213	ACDX	0	0	2.4
2200-1	0	0	214	ACE	16	3.2	1.4
5500	111	0	214	ACEB	0	0	2.4
5500	62	0	214	ACEC	0	0	2.4
5500	113	0	214	ACED	0	0	2.4
5500	174	0	214	ACEE	0	0	2.4
5500	115	0	214	ACEH	0	0	2.4
5500	176	0	214	ACEL	0	0	2.4
5500	22	0	214	ACEX	0	0	2.4
2200-1	0	0	215	ACH	16	3.2	1.4
5500	111	0	215	ACHB	0	0	2.4
5500	62	0	215	ACHC	0	0	2.4
5500	113	0	215	ACHD	0	0	2.4
5500	174	0	215	ACHE	0	0	2.4
5500	115	0	215	ACHH	0	0	2.4
5500	176	0	215	ACHL	0	0	2.4
5500	22	0	215	ACHX	0	0	2.4
2200-1	0	0	216	ACL	16	3.2	1.4
5500	111	0	216	ACLB	0	0	2.4
5500	62	0	216	ACLC	0	0	2.4
5500	113	0	216	ACLD	0	0	2.4
5500	174	0	216	ACLE	0	0	2.4
5500	115	0	216	ACLH	0	0	2.4
5500	176	0	216	ACLL	0	0	2.4
5500	22	0	216	ACLX	0	0	2.4
2200-1	0	0	217	ACM	520	4.8	2.6
5500	111	0	217	ACMB	0	0	3.6
5500	62	0	217	ACMC	0	0	3.6
5500	113	0	217	ACMD	0	0	3.6
5500	174	0	217	ACME	0	0	3.6
5500	115	0	217	ACMH	0	0	3.6
5500	176	0	217	ACML	0	0	3.6
5500	22	0	217	ACMX	0	0	3.6
2200-1	0	1	024	SU	16	4.8	2
5500	111	1	024	SU B	0	0	3
5500	62	1	024	SU C	0	0	3
5500	113	1	024	SU D	0	0	3
5500	174	1	024	SU E	0	0	3
5500	115	1	024	SU H	0	0	3
5500	176	1	024	SU L	0	0	3
5500	22	1	024	SU X	0	0	3
2200-1	0	0	220	SUA	16	3.2	1.4
5500	111	0	220	SUAB	0	0	2.4
5500	62	0	220	SUAC	0	0	2.4
5500	113	0	220	SUAD	0	0	2.4
5500	174	0	220	SUAE	0	0	2.4
5500	115	0	220	SUAH	0	0	2.4
5500	176	0	220	SUAL	0	0	2.4
5500	22	0	220	SUAX	0	0	2.4
2200-1	0	0	221	SUB	16	3.2	1.4
5500	111	0	221	SUBB	0	0	2.4
5500	62	0	221	SUBC	0	0	2.4
5500	113	0	221	SUBD	0	0	2.4
5500	174	0	221	SUBE	0	0	2.4
5500	115	0	221	SUBH	0	0	2.4
5500	176	0	221	SUBL	0	0	2.4
5500	22	0	221	SUBX	0	0	2.4
2200-1	0	0	222	SUC	16	3.2	1.4
5500	111	0	222	SUCB	0	0	2.4
5500	62	0	222	SUCC	0	0	2.4
5500	113	0	222	SUCD	0	0	2.4
5500	174	0	222	SUCE	0	0	2.4
5500	115	0	222	SUCH	0	0	2.4
5500	176	0	222	SUCL	0	0	2.4
5500	22	0	222	SUCX	0	0	2.4
2200-1	0	0	223	SUD	16	3.2	1.4
5500	111	0	223	SUDB	0	0	2.4
5500	62	0	223	SUDC	0	0	2.4
5500	113	0	223	SUDD	0	0	2.4
5500	174	0	223	SUDE	0	0	2.4
5500	115	0	223	SUDH	0	0	2.4
5500	176	0	223	SUDL	0	0	2.4
5500	22	0	223	SUDX	0	0	2.4
2200-1	0	0	224	SUE	16	3.2	1.4
5500	111	0	224	SUEB	0	0	2.4
5500	62	0	224	SUEC	0	0	2.4
5500	113	0	224	SUED	0	0	2.4
5500	174	0	224	SUEE	0	0	2.4
5500	115	0	224	SUEH	0	0	2.4
5500	176	0	224	SUEL	0	0	2.4
5500	22	0	224	SUEX	0	0	2.4
2200-1	0	0	225	SUH	16	3.2	1.4
5500	111	0	225	SUHB	0	0	2.4
5500	62	0	225	SUHC	0	0	2.4
5500	113	0	225	SUHD	0	0	2.4
5500	174	0	225	SUHE	0	0	2.4
5500	115	0	225	SUHH	0	0	2.4
5500	176	0	225	SUHL	0	0	2.4
5500	22	0	225	SUEX	0	0	2.4
2200-1	0	0	226	SUL	16	3.2	1.4
5500	111	0	226	SULB	0	0	2.4
5500	62	0	226	SULC	0	0	2.4
5500	113	0	226	SULD	0	0	2.4
5500	174	0	226	SULE	0	0	2.4
5500	115	0	226	SULH	0	0	2.4
5500	176	0	226	SULL	0	0	2.4
5500	22	0	226	SULX	0	0	2.4
2200-1	0	0	227	SUM	520	4.8	2.6
5500	111	0	227	SUMB	0	0	3.6
5500	62	0	227	SUMC	0	0	3.6
5500	113	0	227	SUMD	0	0	3.6
5500	174	0	227	SUME	0	0	3.6
5500	115	0	227	SUMH	0	0	3.6
5500	176	0	227	SUML	0	0	3.6
5500	22	0	227	SUMX	0	0	3.6
2200-1	0	1	034	SB	16	4.8	2.2
5500	111	1	034	SB B	0	0	3.2
5500	62	1	034	SB C	0	0	3.2
5500	113	1	034	SB D	0	0	3.2
5500	174	1	034	SB E	0	0	3.2
5500	115	1	034	SB H	0	0	3.2
5500	176	1	034	SB L	0	0	3.2
5500	22	1	034	SB X	0	0	3.2
2200-1	0	0	230	SBA	16	3.2	1.4
5500	111	0	230	SBAB	0	0	2.4
5500	62	0	230	SBAC	0	0	2.4
5500	113	0	230	SBAD	0	0	2.4
5500	174	0	230	SBAE	0	0	2.4
5500	115	0	230	SBAH	0	0	2.4
5500	176	0	230	SBAL	0	0	2.4
5500	22	0	230	SBAX	0	0	2.4
2200-1	0	0	231	SBB	16	3.2	1.4
5500	111	0	231	SBBB	0	0	2.4
5500	62	0	231	SBBC	0	0	2.4
5500	113	0	231	SBBD	0	0	2.4
5500	174	0	231	SBBE	0	0	2.4
5500	115	0	231	SBBH	0	0	2.4
5500	176	0	231	SBBL	0	0	2.4
5500	22	0	231	SBBX	0	0	2.4
2200-1	0	0	232	SBC	16	3.2	1.4
5500	111	0	232	SBCB	0	0	2.4
5500	62	0	232	SBCC	0	0	2.4
5500	113	0	232	SBCD	0	0	2.4
5500	174	0	232	SBCE	0	0	2.4
5500	115	0	232	SBCH	0	0	2.4
5500	176	0	232	SBCL	0	0	2.4
5500	22	0	232	SBCX	0	0	2.4
2200-1	0	0	233	SBD	16	3.2	1.4
5500	111	0	233	SBDB	0	0	2.4
5500	62	0	233	SBDC	0	0	2.4
5500	113	0	233	SBDD	0	0	2.4
5500	174	0	233	SBDE	0	0	2.4
5500	115	0	233	SBDH	0	0	2.4
5500	176	0	233	SBDL	0	0	2.4
5500	22	0	233	SBDX	0	0	2.4
2200-1	0	0	234	SBE	16	3.2	1.4
5500	111	0	234	SBEB	0	0	2.4
5500	62	0	234	SBEC	0	0	2.4
5500	113	0	234	SBED	0	0	2.4
5500	174	0	234	SBEE	0	0	2.4
5500	115	0	234	SBEH	0	0	2.4
5500	176	0	234	SBEL	0	0	2.4
5500	22	0	234	SBEX	0	0	2.4
2200-1	0	0	235	SBH	16	3.2	1.4
5500	111	0	235	SBHB	0	0	2.4
5500	62	0	235	SBHC	0	0	2.4
5500	113	0	235	SBHD	0	0	2.4
5500	174	0	235	SBHE	0	0	2.4
5500	115	0	235	SBHH	0	0	2.4
5500	176	0	235	SBHL	0	0	2.4
5500	22	0	235	SBHX	0	0	2.4
2200-1	0	0	236	SBL	16	3.2	1.4
5500	111	0	236	SBLB	0	0	2.4
5500	62	0	236	SBLC	0	0	2.4
5500	113	0	236	SBLD	0	0	2.4
5500	174	0	236	SBLE	0	0	2.4
5500	115	0	236	SBLH	0	0	2.4
5500	176	0	236	SBLL	0	0	2.4
5500	22	0	236	SBLX	0	0	2.4
2200-1	0	0	237	SBM	520	4.8	2.6
5500	111	0	237	SBMB	0	0	3.6
5500	62	0	237	SBMC	0	0	3.6
5500	113	0	237	SBMD	0	0	3.6
5500	174	0	237	SBME	0	0	3.6
5500	115	0	237	SBMH	0	0	3.6
5500	176	0	237	SBML	0	0	3.6
5500	22	0	237	SBM	0	0	3.6
2200-1	0	1	044	ND	16	4.8	2.2
5500	111	1	044	ND B	0	0	3.2
5500	62	1	044	ND C	0	0	3.2
5500	113	1	044	ND D	0	0	3.2
5500	174	1	044	ND E	0	0	3.2
5500	115	1	044	ND H	0	0	3.2
5500	176	1	044	ND L	0	0	3.2
5500	22	1	044	ND X	0	0	3.2
2200-1	0	0	240	NDA	16	3.2	1.4
5500	111	0	240	NDAB	0	0	2.4
5500	62	0	240	NDAC	0	0	2.4
5500	113	0	240	NDAD	0	0	2.4
5500	174	0	240	NDAE	0	0	2.4
5500	115	0	240	NDAH	0	0	2.4
5500	176	0	240	NDAL	0	0	2.4
5500	22	0	240	NDAX	0	0	2.4
2200-1	0	0	241	NDB	16	3.2	1.4
5500	111	0	241	NDBB	0	0	2.4
5500	62	0	241	NDBC	0	0	2.4
5500	113	0	241	NDBD	0	0	2.4
5500	174	0	241	NDBE	0	0	2.4
5500	115	0	241	NDBH	0	0	2.4
5500	176	0	241	NDBL	0	0	2.4
5500	22	0	241	NDBX	0	0	2.4
2200-1	0	0	242	NDC	16	3.2	1.4
5500	111	0	242	NDCB	0	0	2.4
5500	62	0	242	NDCC	0	0	2.4
5500	113	0	242	NDCD	0	0	2.4
5500	174	0	242	NDCE	0	0	2.4
5500	115	0	242	NDCH	0	0	2.4
5500	176	0	242	NDCL	0	0	2.4
5500	22	0	242	NDCX	0	0	2.4
2200-1	0	0	243	NDD	16	3.2	1.4
5500	111	0	243	NDDB	0	0	2.4
5500	62	0	243	NDDC	0	0	2.4
5500	113	0	243	NDDD	0	0	2.4
5500	174	0	243	NDDE	0	0	2.4
5500	115	0	243	NDDH	0	0	2.4
5500	176	0	243	NDDL	0	0	2.4
5500	22	0	243	NDDX	0	0	2.4
2200-1	0	0	244	NDE	16	3.2	1.4
5500	111	0	244	NDEB	0	0	2.4
5500	62	0	244	NDEC	0	0	2.4
5500	113	0	244	NDED	0	0	2.4
5500	174	0	244	NDEE	0	0	2.4
5500	115	0	244	NDEH	0	0	2.4
5500	176	0	244	NDEL	0	0	2.4
5500	22	0	244	NDEX	0	0	2.4
2200-1	0	0	245	NDH	16	3.2	1.4
5500	111	0	245	NDHB	0	0	2.4
5500	62	0	245	NDHC	0	0	2.4
5500	113	0	245	NDHD	0	0	2.4
5500	174	0	245	NDHE	0	0	2.4
5500	115	0	245	NDHH	0	0	2.4
5500	176	0	245	NDHL	0	0	2.4
5500	22	0	245	NDHX	0	0	2.4
2200-1	0	0	246	NDL	16	3.2	1.4
5500	111	0	246	NDLB	0	0	2.4
5500	62	0	246	NDLC	0	0	2.4
5500	113	0	246	NDLD	0	0	2.4
5500	174	0	246	NDLE	0	0	2.4
5500	115	0	246	NDLH	0	0	2.4
5500	176	0	246	NDLL	0	0	2.4
5500	22	0	246	NDLX	0	0	2.4
2200-1	0	0	247	NDM	520	4.8	2.6
5500	111	0	247	NDMB	0	0	3.6
5500	62	0	247	NDMC	0	0	3.6
5500	113	0	247	NDMD	0	0	3.6
5500	174	0	247	NDME	0	0	3.6
5500	115	0	247	NDMH	0	0	3.6
5500	176	0	247	NDML	0	0	3.6
5500	22	0	247	NDMX	0	0	3.6
2200-1	0	1	064	OR	16	4.8	2
5500	111	1	064	OR B	0	0	3
5500	62	1	064	OR C	0	0	3
5500	113	1	064	OR D	0	0	3
5500	174	1	064	OR E	0	0	3
5500	115	1	064	OR H	0	0	3
5500	176	1	064	OR L	0	0	3
5500	22	1	064	OR X	0	0	3
2200-1	0	0	260	ORA	16	3.2	1.4
5500	111	0	260	ORAB	0	0	2.4
5500	62	0	260	ORAC	0	0	2.4
5500	113	0	260	ORAD	0	0	2.4
5500	174	0	260	ORAE	0	0	2.4
5500	115	0	260	ORAH	0	0	2.4
5500	176	0	260	ORAL	0	0	2.4
5500	22	0	260	ORAX	0	0	2.4
2200-1	0	0	261	ORB	16	3.2	1.4
5500	111	0	261	ORBB	0	0	2.4
5500	62	0	261	ORBC	0	0	2.4
5500	113	0	261	ORBD	0	0	2.4
5500	174	0	261	ORBE	0	0	2.4
5500	115	0	261	ORBH	0	0	2.4
5500	176	0	261	ORBL	0	0	2.4
5500	22	0	261	ORBX	0	0	2.4
2200-1	0	0	262	ORC	16	3.2	1.4
5500	111	0	262	ORCB	0	0	2.4
5500	62	0	262	ORCC	0	0	2.4
5500	113	0	262	ORCD	0	0	2.4
5500	174	0	262	ORCE	0	0	2.4
5500	115	0	262	ORCH	0	0	2.4
5500	176	0	262	ORCL	0	0	2.4
5500	22	0	262	ORCX	0	0	2.4
2200-1	0	0	263	ORD	16	3.2	1.4
5500	111	0	263	ORDB	0	0	2.4
5500	62	0	263	ORDC	0	0	2.4
5500	113	0	263	ORDD	0	0	2.4
5500	174	0	263	ORDE	0	0	2.4
5500	115	0	263	ORDH	0	0	2.4
5500	176	0	263	ORDL	0	0	2.4
5500	22	0	263	ORDX	0	0	2.4
2200-1	0	0	264	ORE	16	3.2	1.4
5500	111	0	264	OREB	0	0	2.4
5500	62	0	264	OREC	0	0	2.4
5500	113	0	264	ORED	0	0	2.4
5500	174	0	264	OREE	0	0	2.4
5500	115	0	264	OREH	0	0	2.4
5500	176	0	264	OREL	0	0	2.4
5500	22	0	264	OREX	0	0	2.4
2200-1	0	0	265	ORH	16	3.2	1.4
5500	111	0	265	ORHB	0	0	2.4
5500	62	0	265	ORHC	0	0	2.4
5500	113	0	265	ORHD	0	0	2.4
5500	174	0	265	ORHE	0	0	2.4
5500	115	0	265	ORHH	0	0	2.4
5500	176	0	265	ORHL	0	0	2.4
5500	22	0	265	ORHX	0	0	2.4
2200-1	0	0	266	ORL	16	3.2	1.4
5500	111	0	266	ORLB	0	0	2.4
5500	62	0	266	ORLC	0	0	2.4
5500	113	0	266	ORLD	0	0	2.4
5500	174	0	266	ORLE	0	0	2.4
5500	115	0	266	ORLH	0	0	2.4
5500	176	0	266	ORLL	0	0	2.4
5500	22	0	266	ORLX	0	0	2.4
2200-1	0	0	267	ORM	520	4.8	2.6
5500	111	0	267	ORMB	0	0	3.6
